dbn,school_name,internal_school_id,num_test_takers,reading_score,math_score,writing_score,pct_students_tested,academic_tier_rating
12X480,BRONX REGIONAL HIGH SCHOOL,820126,16.0,398.0,385.0,398.0,,3.0
12X550,HIGH SCHOOL OF WORLD CULTURES,502593,42.0,304.0,323.0,312.0,85.0,3.0
12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,620341,72.0,342.0,346.0,341.0,,3.0
12X684,WINGS ACADEMY,622580,66.0,378.0,374.0,362.0,,
12X690,MONROE ACADEMY FOR BUSINESS/LAW,489113,31.0,375.0,387.0,376.0,92.0,2.0
12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,120278,43.0,332.0,357.0,349.0,,2.0
13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,428147,29.0,352.0,349.0,373.0,,1.0
13K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELOPMENT,854662,9.0,439.0,374.0,418.0,78.0,2.0
13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,185326,52.0,360.0,364.0,356.0,78.0,1.0
13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",714886,37.0,375.0,355.0,384.0,78.0,3.0
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",160939,92.0,399.0,417.0,395.0,92.0,3.0
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,898973,1277.0,587.0,659.0,587.0,,4.0
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,220419,90.0,305.0,364.0,312.0,,
13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,702270,105.0,400.0,417.0,389.0,92.0,2.0
13K499,ACORN COMMUNITY HIGH SCHOOL,987014,72.0,384.0,364.0,368.0,92.0,1.0
13K509,FREEDOM ACADEMY HIGH SCHOOL,856792,29.0,400.0,390.0,403.0,,3.0
13K553,BROOKLYN ACADEMY HIGH SCHOOL,967293,8.0,435.0,383.0,379.0,,2.0
13K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,684044,13.0,398.0,391.0,394.0,92.0,1.0
13K595,BEDFORD ACADEMY HIGH SCHOOL,805113,89.0,438.0,443.0,431.0,85.0,
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,937579,85.0,406.0,391.0,392.0,,
13K670,BENJAMIN BANNEKER ACADEMY,578072,185.0,471.0,472.0,448.0,,3.0
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",760103,20.0,441.0,499.0,413.0,,1.0
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,257116,102.0,365.0,361.0,359.0,78.0,4.0
14K404,ACADEMY FOR YOUNG WRITERS,994723,68.0,387.0,357.0,381.0,78.0,
14K449,"BROOKLYN LATIN SCHOOL, THE",384706,72.0,586.0,584.0,570.0,78.0,2.0
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,806744,41.0,407.0,386.0,396.0,,3.0
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,445223,144.0,364.0,379.0,371.0,78.0,4.0
14K477,SCHOOL FOR LEGAL STUDIES,809381,134.0,413.0,396.0,395.0,78.0,1.0
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",758599,142.0,398.0,421.0,396.0,78.0,4.0
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,954096,42.0,367.0,373.0,350.0,78.0,4.0
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,887022,72.0,363.0,385.0,364.0,,4.0
14K561,WILLIAMSBURG PREPARATORY SCHOOL,515769,113.0,397.0,410.0,380.0,85.0,2.0
14K586,LYONS COMMUNITY SCHOOL,205730,31.0,371.0,377.0,355.0,92.0,1.0
14K610,AUTOMOTIVE HIGH SCHOOL,168856,94.0,367.0,376.0,350.0,85.0,3.0
14K632,FRANCES PERKINS ACADEMY,770235,12.0,382.0,372.0,368.0,78.0,3.0
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,688392,28.0,359.0,335.0,341.0,92.0,4.0
15K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,718798,52.0,361.0,367.0,383.0,92.0,1.0
15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,724775,76.0,393.0,399.0,387.0,,3.0
15K462,SECONDARY SCHOOL FOR LAW,637125,59.0,398.0,411.0,394.0,,3.0
15K463,SECONDARY SCHOOL FOR JOURNALISM,702205,58.0,397.0,391.0,381.0,,4.0
15K464,PARK SLOPE COLLEGIATE,681987,72.0,379.0,416.0,380.0,85.0,1.0
15K497,SCHOOL FOR INTERNATIONAL STUDIES,713236,64.0,405.0,415.0,392.0,85.0,4.0
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,716876,77.0,398.0,402.0,385.0,,
15K520,PACIFIC HIGH SCHOOL,619586,9.0,352.0,341.0,300.0,92.0,4.0
15K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,660911,28.0,368.0,365.0,368.0,85.0,4.0
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,642190,141.0,426.0,,411.0,,
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,203427,8.0,430.0,416.0,425.0,92.0,2.0
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,773581,20.0,355.0,355.0,358.0,,4.0
16K455,BOYS AND GIRLS HIGH SCHOOL,573714,131.0,365.0,370.0,362.0,78.0,4.0
16K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,669948,46.0,362.0,372.0,358.0,78.0,2.0
16K594,GOTHAM PROFESSIONAL ARTS ACADEMY,147508,36.0,370.0,372.0,351.0,,2.0
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,641887,59.0,396.0,374.0,369.0,92.0,4.0
17K408,ACADEMY OF HOSPITALITY AND TOURISM,770770,57.0,352.0,342.0,351.0,85.0,3.0
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,974876,7.0,394.0,364.0,334.0,85.0,1.0
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,753042,71.0,287.0,335.0,291.0,85.0,
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,963941,46.0,403.0,385.0,388.0,,4.0
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",626205,35.0,348.0,381.0,359.0,85.0,4.0
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,534601,38.0,377.0,404.0,372.0,78.0,4.0
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS,613892,73.0,338.0,349.0,340.0,85.0,1.0
17K539,HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS,513499,61.0,362.0,375.0,368.0,78.0,3.0
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",999398,69.0,457.0,462.0,441.0,85.0,
17K544,INTERNATIONAL ARTS BUSINESS SCHOOL,637954,54.0,386.0,391.0,369.0,78.0,2.0
17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,936098,79.0,418.0,441.0,414.0,,2.0
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,364993,63.0,388.0,382.0,373.0,85.0,2.0
17K548,BROOKLYN SCHOOL FOR MUSIC & THEATRE,932462,48.0,385.0,393.0,373.0,78.0,1.0
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,641859,16.0,372.0,356.0,335.0,85.0,3.0
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,761877,165.0,476.0,481.0,479.0,78.0,3.0
17K600,CLARA BARTON HIGH SCHOOL,876998,259.0,425.0,413.0,413.0,85.0,
17K625,PAUL ROBESON HIGH SCHOOL,976683,53.0,365.0,363.0,355.0,92.0,4.0
18K563,IT TAKES A VILLAGE ACADEMY,418405,56.0,313.0,320.0,330.0,85.0,4.0
18K566,BROOKLYN GENERATION SCHOOL,912222,29.0,374.0,377.0,394.0,,1.0
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,174472,54.0,383.0,358.0,377.0,78.0,1.0
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,949243,43.0,368.0,378.0,346.0,85.0,2.0
18K576,VICTORY COLLEGIATE HIGH SCHOOL,412625,63.0,387.0,377.0,379.0,85.0,3.0
18K578,BROOKLYN BRIDGE ACADEMY,440929,17.0,384.0,362.0,351.0,92.0,2.0
18K589,ARTS & MEDIA PREPARATORY ACADEMY,238681,48.0,361.0,360.0,359.0,,
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,927628,37.0,404.0,393.0,386.0,78.0,3.0
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,827492,33.0,393.0,395.0,381.0,85.0,3.0
18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,969796,75.0,386.0,380.0,393.0,,3.0
18K635,OLYMPUS ACADEMY,314591,7.0,400.0,370.0,370.0,85.0,4.0
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,483922,35.0,363.0,381.0,367.0,78.0,
18K642,URBAN ACTION ACADEMY,913691,40.0,376.0,385.0,374.0,92.0,2.0
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,102816,12.0,410.0,403.0,378.0,78.0,2.0
19K409,EAST NEW YORK FAMILY ACADEMY,839838,54.0,416.0,432.0,394.0,85.0,2.0
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,608509,37.0,341.0,349.0,333.0,78.0,4.0
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,653979,47.0,363.0,349.0,342.0,85.0,1.0
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,785806,61.0,380.0,386.0,383.0,,1.0
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,398688,68.0,371.0,365.0,370.0,85.0,3.0
19K583,MULTICULTURAL HIGH SCHOOL,122756,29.0,279.0,322.0,286.0,78.0,3.0
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,132815,182.0,395.0,418.0,380.0,78.0,
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,965429,60.0,371.0,371.0,354.0,78.0,4.0
19K639,BROOKLYN LAB SCHOOL,869608,57.0,360.0,385.0,363.0,85.0,1.0
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,509280,51.0,376.0,385.0,368.0,85.0,1.0
19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,323270,74.0,370.0,369.0,363.0,78.0,4.0
19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS",741399,38.0,383.0,400.0,374.0,92.0,4.0
20K445,NEW UTRECHT HIGH SCHOOL,364847,456.0,402.0,471.0,399.0,85.0,4.0
20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY,938208,238.0,425.0,474.0,424.0,,4.0
20K490,FORT HAMILTON HIGH SCHOOL,379833,694.0,417.0,478.0,411.0,85.0,1.0
20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,620218,385.0,383.0,486.0,375.0,,3.0
20K658,FRANKLIN DELANO ROOSEVELT YABC,361605,18.0,338.0,477.0,316.0,78.0,3.0
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,795681,54.0,326.0,386.0,314.0,85.0,4.0
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,422310,54.0,402.0,427.0,408.0,92.0,4.0
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,723511,39.0,388.0,398.0,378.0,85.0,4.0
21K410,ABRAHAM LINCOLN HIGH SCHOOL,846740,475.0,396.0,437.0,393.0,78.0,2.0
21K525,EDWARD R. MURROW HIGH SCHOOL,258009,727.0,468.0,496.0,467.0,85.0,1.0
21K540,JOHN DEWEY HIGH SCHOOL,475475,448.0,404.0,468.0,390.0,92.0,3.0
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,274893,40.0,384.0,375.0,365.0,92.0,2.0
21K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,185479,40.0,353.0,370.0,356.0,78.0,1.0
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,192849,95.0,394.0,414.0,376.0,,1.0
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,704701,119.0,429.0,449.0,435.0,85.0,2.0
21K728,LIBERATION DIPLOMA PLUS,502505,10.0,411.0,369.0,373.0,85.0,
22K405,MIDWOOD HIGH SCHOOL,332013,824.0,478.0,519.0,476.0,,
22K425,JAMES MADISON HIGH SCHOOL,327087,518.0,436.0,475.0,439.0,92.0,1.0
22K495,SHEEPSHEAD BAY HIGH SCHOOL,275480,236.0,383.0,392.0,370.0,,
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,667336,259.0,524.0,561.0,542.0,92.0,2.0
22K555,BROOKLYN COLLEGE ACADEMY,477867,131.0,456.0,456.0,440.0,78.0,4.0
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,638267,60.0,389.0,409.0,387.0,85.0,2.0
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,735951,55.0,361.0,371.0,359.0,85.0,3.0
23K643,BROOKLYN DEMOCRACY ACADEMY,452120,11.0,349.0,338.0,331.0,78.0,2.0
23K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,160203,7.0,311.0,371.0,311.0,78.0,4.0
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,719582,17.0,350.0,346.0,332.0,78.0,
23K697,TEACHERS PREPARATORY HIGH SCHOOL,296255,69.0,392.0,416.0,388.0,92.0,1.0
24Q264,ACADEMY OF FINANCE AND ENTERPRISE,654836,89.0,405.0,454.0,421.0,85.0,
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,554115,39.0,406.0,413.0,400.0,85.0,1.0
24Q293,CIVIC LEADERSHIP ACADEMY,596521,69.0,404.0,429.0,407.0,85.0,4.0
24Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,378878,55.0,317.0,323.0,311.0,78.0,1.0
24Q299,BARD HIGH SCHOOL EARLY COLLEGE II,362876,155.0,545.0,568.0,550.0,78.0,
24Q455,NEWTOWN HIGH SCHOOL,344317,320.0,383.0,440.0,380.0,92.0,4.0
24Q485,GROVER CLEVELAND HIGH SCHOOL,900889,241.0,395.0,420.0,396.0,78.0,2.0
24Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,902216,58.0,399.0,393.0,385.0,,3.0
24Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,855084,69.0,326.0,409.0,329.0,92.0,4.0
24Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,501780,138.0,391.0,403.0,380.0,92.0,2.0
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",702975,80.0,443.0,447.0,440.0,,
24Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,683431,155.0,417.0,447.0,406.0,,4.0
24Q610,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,777331,396.0,445.0,496.0,423.0,92.0,3.0
25Q252,"QUEENS SCHOOL OF INQUIRY, THE",333672,58.0,455.0,498.0,443.0,78.0,3.0
25Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,416654,45.0,314.0,417.0,318.0,,1.0
25Q281,EASTsWEST SCHOOL OF INTERNATIONAL STUDIES,208611,59.0,416.0,463.0,392.0,,1.0
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,900895,63.0,471.0,489.0,481.0,,3.0
25Q425,JOHN BOWNE HIGH SCHOOL,636437,558.0,397.0,451.0,395.0,78.0,2.0
25Q460,FLUSHING HIGH SCHOOL,141602,347.0,393.0,441.0,382.0,85.0,1.0
25Q467,FLUSHING YABC,223328,9.0,378.0,373.0,344.0,78.0,4.0
25Q525,TOWNSEND HARRIS HIGH SCHOOL,362526,278.0,621.0,651.0,638.0,78.0,1.0
25Q540,QUEENS ACADEMY HIGH SCHOOL,661632,17.0,398.0,382.0,388.0,,2.0
25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,591892,99.0,431.0,458.0,441.0,92.0,2.0
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,847586,7.0,379.0,421.0,377.0,78.0,1.0
26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,375591,888.0,480.0,545.0,489.0,78.0,4.0
26Q430,FRANCIS LEWIS HIGH SCHOOL,148605,934.0,468.0,539.0,467.0,,1.0
26Q435,MARTIN VAN BUREN HIGH SCHOOL,152888,334.0,391.0,397.0,384.0,78.0,3.0
26Q495,BAYSIDE HIGH SCHOOL,584531,708.0,462.0,523.0,464.0,,4.0
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",150229,175.0,425.0,434.0,420.0,85.0,4.0
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,216311,87.0,387.0,385.0,373.0,85.0,3.0
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,968929,74.0,432.0,419.0,401.0,78.0,2.0
27Q302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",292533,44.0,391.0,401.0,364.0,85.0,4.0
27Q308,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,676177,93.0,423.0,426.0,416.0,,4.0
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,933051,36.0,367.0,379.0,348.0,92.0,
27Q323,SCHOLARS' ACADEMY,291769,89.0,499.0,537.0,496.0,78.0,3.0
27Q400,AUGUST MARTIN HIGH SCHOOL,691098,101.0,377.0,371.0,360.0,78.0,4.0
27Q410,BEACH CHANNEL HIGH SCHOOL,503694,78.0,384.0,396.0,354.0,,1.0
27Q475,RICHMOND HILL HIGH SCHOOL,156250,404.0,382.0,404.0,368.0,78.0,4.0
27Q480,JOHN ADAMS HIGH SCHOOL,863765,403.0,391.0,409.0,392.0,92.0,1.0
27Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",776444,194.0,429.0,491.0,425.0,85.0,3.0
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,880835,68.0,420.0,445.0,400.0,78.0,4.0
28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,553915,6.0,403.0,408.0,367.0,92.0,4.0
28Q350,JAMAICA GATEWAY TO THE SCIENCES,904223,25.0,430.0,452.0,425.0,78.0,2.0
28Q440,FOREST HILLS HIGH SCHOOL,597825,762.0,456.0,497.0,454.0,78.0,1.0
28Q470,JAMAICA HIGH SCHOOL,587904,90.0,342.0,,353.0,92.0,3.0
28Q505,HILLCREST HIGH SCHOOL,317746,462.0,395.0,413.0,386.0,85.0,2.0
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,353160,422.0,452.0,478.0,442.0,85.0,2.0
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,745665,99.0,513.0,523.0,502.0,85.0,1.0
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,936593,121.0,612.0,660.0,596.0,92.0,2.0
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,216035,74.0,406.0,406.0,384.0,,4.0
28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",597664,68.0,439.0,445.0,432.0,92.0,1.0
29Q248,QUEENS PREPARATORY ACADEMY,505363,52.0,360.0,380.0,359.0,85.0,
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,231477,46.0,401.0,397.0,375.0,92.0,1.0
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,268657,49.0,402.0,398.0,402.0,85.0,
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,458826,59.0,436.0,427.0,424.0,92.0,2.0
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,462173,43.0,370.0,,363.0,85.0,3.0
29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",790855,78.0,400.0,426.0,394.0,92.0,
29Q494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",245490,52.0,385.0,377.0,377.0,85.0,
29Q496,"BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP HIGH SCHOOL",455709,49.0,379.0,414.0,359.0,,3.0
29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,341277,62.0,393.0,381.0,377.0,78.0,
30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,515061,98.0,410.0,440.0,405.0,78.0,4.0
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,894217,395.0,414.0,449.0,412.0,85.0,4.0
30Q450,LONG ISLAND CITY HIGH SCHOOL,352878,392.0,403.0,420.0,395.0,92.0,3.0
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,794171,174.0,504.0,496.0,494.0,92.0,2.0
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,730551,148.0,407.0,434.0,398.0,,4.0
30Q555,NEWCOMERS HIGH SCHOOL,305938,143.0,323.0,475.0,329.0,78.0,2.0
30Q575,ACADEMY OF AMERICAN STUDIES,180221,135.0,487.0,492.0,491.0,,4.0
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,595723,61.0,524.0,568.0,544.0,78.0,3.0
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,654645,137.0,452.0,451.0,450.0,92.0,4.0
31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,140691,61.0,398.0,412.0,385.0,92.0,1.0
31R080,THE MICHAEL J. PETRIDES SCHOOL,844244,107.0,472.0,488.0,466.0,,1.0
31R440,NEW DORP HIGH SCHOOL,909567,391.0,424.0,437.0,416.0,92.0,1.0
31R445,PORT RICHMOND HIGH SCHOOL,145678,271.0,424.0,438.0,417.0,,3.0
31R450,CURTIS HIGH SCHOOL,315495,375.0,437.0,435.0,429.0,92.0,4.0
31R455,TOTTENVILLE HIGH SCHOOL,308512,807.0,462.0,486.0,470.0,92.0,
31R460,SUSAN E. WAGNER HIGH SCHOOL,240660,535.0,455.0,474.0,459.0,,2.0
31R470,CONCORD HIGH SCHOOL,974386,10.0,466.0,455.0,414.0,,3.0
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,730239,94.0,416.0,422.0,397.0,85.0,3.0
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,739097,227.0,635.0,682.0,636.0,,2.0
31R607,YOUNG ADULT BOROUGH CENTER AT STATEN IS TECH HS,653176,10.0,405.0,375.0,370.0,78.0,1.0
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,501650,50.0,380.0,366.0,352.0,92.0,
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICEâ€“BUSHWICK,221431,88.0,384.0,409.0,361.0,85.0,3.0
32K549,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,954491,75.0,348.0,353.0,334.0,85.0,3.0
32K552,ACADEMY OF URBAN PLANNING,695572,67.0,342.0,364.0,354.0,92.0,3.0
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,587220,39.0,428.0,465.0,422.0,,2.0
32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,658210,23.0,347.0,358.0,350.0,92.0,2.0
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,898918,24.0,359.0,317.0,358.0,92.0,4.0
75Q811,P.S. Q811,467937,32.0,429.0,444.0,433.0,78.0,1.0
79Q950,GED PLUS s CITYWIDE,544514,8.0,496.0,400.0,426.0,92.0,2.0
79X490,PHOENIX ACADEMY,248647,9.0,367.0,370.0,360.0,85.0,
